Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Salivary secretion	3/93	7.066605e-01	7.956886e-01	0	0	8.228817e-01	2.857085e-01	CALML3;ADCY1;ADCY6
KEGG_2021_Human	Fructose and mannose metabolism	1/33	7.302882e-01	8.180232e-01	0	0	7.717986e-01	2.425887e-01	AKR1B10
KEGG_2021_Human	Choline metabolism in cancer	3/98	7.395349e-01	8.180232e-01	0	0	7.793684e-01	2.351618e-01	SLC22A3;MAP2K1;PIK3CA
KEGG_2021_Human	mRNA surveillance pathway	3/98	7.395349e-01	8.180232e-01	0	0	7.793684e-01	2.351618e-01	NXF1;FUS;PPP2R5B
KEGG_2021_Human	Glycolysis / Gluconeogenesis	2/67	7.404480e-01	8.180232e-01	0	0	7.595956e-01	2.282583e-01	ENO1;ADH6
KEGG_2021_Human	Propanoate metabolism	1/34	7.407972e-01	8.180232e-01	0	0	7.483717e-01	2.245327e-01	ACADS
KEGG_2021_Human	Parkinson disease	8/249	7.570693e-01	8.327762e-01	0	0	8.182788e-01	2.277274e-01	CAMK2B;PSMB1;CAMK2A;MFN1;BAX;CALML3;SDHC;DRD1
KEGG_2021_Human	Aldosterone-regulated sodium reabsorption	1/37	7.699336e-01	8.436820e-01	0	0	6.859002e-01	1.793293e-01	PIK3CA
KEGG_2021_Human	Systemic lupus erythematosus	4/135	7.751071e-01	8.461093e-01	0	0	7.531412e-01	1.918657e-01	C1QB;C6;HLA-DMB;TNF
KEGG_2021_Human	Homologous recombination	1/41	8.037578e-01	8.740484e-01	0	0	6.171815e-01	1.348278e-01	RPA2
KEGG_2021_Human	Tryptophan metabolism	1/42	8.114072e-01	8.790245e-01	0	0	6.020969e-01	1.258293e-01	KYNU
KEGG_2021_Human	Basal transcription factors	1/45	8.326146e-01	8.958812e-01	0	0	5.609571e-01	1.027586e-01	GTF2E1
KEGG_2021_Human	Proteasome	1/46	8.391405e-01	8.958812e-01	0	0	5.484627e-01	9.618782e-02	PSMB1
KEGG_2021_Human	Spliceosome	4/150	8.398792e-01	8.958812e-01	0	0	6.752327e-01	1.178262e-01	SF3B2;FUS;DDX23;THOC1
KEGG_2021_Human	Carbohydrate digestion and absorption	1/47	8.454123e-01	8.958812e-01	0	0	5.365117e-01	9.009686e-02	PIK3CA
KEGG_2021_Human	Pyruvate metabolism	1/47	8.454123e-01	8.958812e-01	0	0	5.365117e-01	9.009686e-02	ADH6
KEGG_2021_Human	Huntington disease	9/306	8.457620e-01	8.958812e-01	0	0	7.457540e-01	1.249267e-01	DNAH3;CREB3L1;PSMB1;EP300;BAX;SDHC;MAP2K7;RCOR1;BBC3
KEGG_2021_Human	Cardiac muscle contraction	2/87	8.573236e-01	8.973119e-01	0	0	5.802608e-01	8.932526e-02	CACNB2;CASQ2
KEGG_2021_Human	ECM-receptor interaction	2/88	8.616637e-01	8.973119e-01	0	0	5.734836e-01	8.538612e-02	ITGB4;ITGA10
KEGG_2021_Human	Cysteine and methionine metabolism	1/50	8.627999e-01	8.973119e-01	0	0	5.035852e-01	7.431532e-02	TAT
KEGG_2021_Human	Malaria	1/50	8.627999e-01	8.973119e-01	0	0	5.035852e-01	7.431532e-02	TNF
KEGG_2021_Human	N-Glycan biosynthesis	1/50	8.627999e-01	8.973119e-01	0	0	5.035852e-01	7.431532e-02	DPM2
KEGG_2021_Human	Ribosome	4/158	8.675148e-01	8.989465e-01	0	0	6.398872e-01	9.094250e-02	RPL41;RPS27;RPS19;RPS4Y1
KEGG_2021_Human	Glycosaminoglycan biosynthesis	1/53	8.782340e-01	9.067687e-01	0	0	4.744580e-01	6.160467e-02	HS2ST1
KEGG_2021_Human	Fanconi anemia pathway	1/54	8.829832e-01	9.083928e-01	0	0	4.654817e-01	5.792877e-02	RPA2
KEGG_2021_Human	Pyrimidine metabolism	1/56	8.919338e-01	9.120950e-01	0	0	4.485082e-01	5.129291e-02	UPP1
KEGG_2021_Human	Oxidative phosphorylation	3/133	8.947331e-01	9.120950e-01	0	0	5.684963e-01	6.323373e-02	ATP6V1H;SDHC;ATP6V0C
KEGG_2021_Human	Glutathione metabolism	1/57	8.961493e-01	9.120950e-01	0	0	4.404762e-01	4.829743e-02	GSTT1
KEGG_2021_Human	Glycerolipid metabolism	1/61	9.114316e-01	9.243597e-01	0	0	4.110253e-01	3.811796e-02	AKR1B10
KEGG_2021_Human	Lysine degradation	1/63	9.182085e-01	9.253676e-01	0	0	3.977249e-01	3.393819e-02	SMYD3
KEGG_2021_Human	MicroRNAs in cancer	8/310	9.188965e-01	9.253676e-01	0	0	6.508988e-01	5.505416e-02	CDKN1A;MAP2K1;PIK3CA;PLCG2;BCL2;MDM2;EP300;IRS2
KEGG_2021_Human	Ribosome biogenesis in eukaryotes	1/108	9.863862e-01	9.898472e-01	0	0	2.299162e-01	3.151533e-03	NXF1
KEGG_2021_Human	Olfactory transduction	7/440	9.984917e-01	9.984917e-01	0	0	3.939666e-01	5.946813e-04	CAMK2B;OR10H3;PDE1A;GNB1;CAMK2A;CALML3;NCALD
